SpMax_L,J_Dz(e),nHM,F01,F04,NssssC,nCb,C,nCp,nO,F03,SdssC,HyWi_B,LOC,SM6_L,F03_CO,Me,Mi,nN_N,nArNO2,nCRX3,SpPosA_B,nCIR,B01,B03,N_073,SpMax_A,Psi_i_1d,B04,SdO,TI2_L,nCrt,C_026,F02_CN,nHDon,SpMax_B,Psi_i_A,nN,SM6_B,nArCOOR,nX,Biodegradable
4.489793119728392,3.2850852830994275,0.0,,0.0,0.0,2.0,,1.0,1.0,0.0,0.0,2.9439829084566886,0.8810795422640414,9.282619683111845,2.0,1.01497299295761,1.1267675915491318,0.0,0.0,0.0,1.2342757676050053,1.0,0.0,0.0,0.0,2.1258535704258414,-0.07129211971675233,0.0,0.0,1.0536687394470852,0.0,1.0,0.0,1.0,,2.640297816897856,0.0,7.89672349296343,0.0,,RB
4.8499801332093675,2.3645745552106,0.0,0.0,0.0,0.0,0.0,32.24844977040263,2.0,2.0,0.0,-0.1170528422287592,4.094258298605259,3.6951144134468366,10.529021837636812,9.0,0.9841340612545604,1.1404742358343467,0.0,0.0,0.0,1.1772163751949054,0.0,0.0,0.0,0.0,2.2591552419426457,0.0,0.0,11.536671401187347,10.183713762563517,0.0,0.0,0.0,3.0,3.5076803491595725,2.1388358100851272,0.0,8.624773800901233,0.0,,RB
5.073515337499431,2.237345760890367,0.0,,0.0,0.0,2.0,44.304112685307416,,4.0,0.0,-1.0547977685535022,4.029765963417433,1.5539709171190292,10.655720291201026,8.0,1.0043462847238027,1.1157845944441918,0.0,0.0,0.0,1.242425585184511,1.0,0.0,0.0,0.0,2.3567770958354197,-1.7950462984037477e-05,0.0,,4.631333341604835,0.0,0.0,0.0,0.0,,2.4224246736303945,0.0,9.001248353236337,0.0,0.0,RB
4.715641012954693,2.858563302213149,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,0.0,0.11451068637839723,3.992999682437321,3.5143819033144217,10.311174615602205,9.0,0.9768724871867401,1.1388605527081643,0.0,0.0,0.0,1.1985976766168207,0.0,0.0,0.0,0.0,2.151441893269979,0.0,0.0,,9.750843263965121,0.0,0.0,0.0,3.0,3.5189761310428485,2.003286427485816,0.0,8.51665703144702,0.0,0.0,RB
4.866938549380731,3.0964475496572477,0.0,0.0,0.0,0.0,2.0,42.41958578447132,0.0,4.0,0.0,-1.1959388054480122,,1.5015175998353785,10.209348674649211,8.0,,1.1196674337324606,0.0,0.0,0.0,1.200601380718429,1.0,0.0,0.0,0.0,2.29193624818335,0.0020660530140315845,0.0,21.682678683652085,2.4504039033863676,0.0,0.0,0.0,0.0,3.7544669734929843,2.9811813689503905,0.0,8.57447617828251,0.0,,RB
5.1532493057374475,3.6276889615319754,0.0,0.0,0.0,0.0,0.0,,2.0,4.0,0.0,-0.8478911346064271,3.9675562010435597,3.1695961102602506,10.608177065042879,10.0,0.9867428643478817,1.1465352361738983,0.0,0.0,0.0,1.1763980803477112,0.0,0.0,0.0,0.0,2.2131447335649987,0.0,0.0,,8.291562010435598,0.0,0.0,0.0,0.0,,2.314017176000256,0.0,8.611813336695679,0.0,0.0,RB
4.997229148020361,2.652048682650516,0.0,0.0,0.0,0.0,0.0,38.70787577232845,0.0,6.0,0.0,-1.3830518071904054,3.7855966112798636,1.1367022381703307,10.581101683236852,,1.0303927823615946,1.1276280492766202,0.0,0.0,0.0,1.2120497946807496,1.0,0.0,0.0,0.0,2.383623480447046,0.003123983574459966,0.0,34.015270049139055,3.5822493802322315,0.0,0.0,0.0,0.0,3.7065213347656285,2.94300503127414,0.0,8.7835315600453,0.0,0.0,RB
4.999156233993723,2.6621601155714982,0.0,0.0,0.0,0.0,0.0,38.73308598794449,0.0,4.0,0.0,-1.385333545349552,3.7787172134592155,1.1364544089320712,10.575187964861836,8.0,,1.127576774261808,0.0,0.0,0.0,1.2122634405758008,1.0,0.0,0.0,0.0,2.3831235490526264,0.0031410752460640607,0.0,33.991286160960605,3.5412720975614143,0.0,0.0,0.0,0.0,3.7072135474655945,2.948175261934378,0.0,8.777746029207316,0.0,0.0,RB
4.196448518607471,3.136090129171527,0.0,0.0,0.0,0.0,0.0,22.740992426061897,1.0,2.0,0.0,-0.9772096457489877,2.630137836953041,1.2643381154646722,8.691974225908645,0.0,,1.1644044107824973,0.0,0.0,0.0,1.0552683671287084,0.0,0.0,0.0,0.0,1.8804595455637136,0.030211572628605243,0.0,9.359042180945355,1.8485623747684075,0.0,0.0,1.0,3.0,3.3299944865218785,3.9388935841968022,1.0,7.3386727779112055,0.0,0.0,RB
3.621681799276622,2.5918363738082566,0.0,0.0,0.0,0.0,0.0,23.1,1.0,2.0,0.0,0.0,2.4324169575755636,1.5151472270008424,7.8574817713707565,0.0,1.0145855566259299,1.1600578293080097,0.0,0.0,0.0,1.0661276715061905,0.0,0.0,0.0,0.0,1.732,0.3930942865664956,0.0,0.0,2.0834557895062185,0.0,0.0,0.0,1.0,2.919693951696117,2.891325603798535,0.0,6.633469898009911,0.0,0.0,RB
4.566858496114904,4.026394136719857,0.0,0.0,0.0,0.0,0.0,31.86989843763018,2.0,3.0,0.0,-0.6876348045788003,3.199405820369128,1.85184441406966,9.665870273539692,6.0,1.0115535546829437,1.1413252539059244,0.0,0.0,0.0,1.1567615429859988,0.0,0.0,0.0,0.0,2.1050383203274707,0.025058632801434767,0.0,21.03159119157776,2.9370618751770436,0.0,0.0,0.0,0.0,3.4845535546829436,2.9175660155403835,0.0,8.01591089848762,0.0,0.0,RB
3.7603066799474276,2.3560194076615226,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,,1.5776003284784732,8.194942893296098,0.0,0.959,1.145,0.0,0.0,0.0,1.1969983683798884,0.0,0.0,0.0,0.0,1.807872755175815,-0.181,0.0,0.0,2.462394787433447,0.0,0.0,0.0,0.0,2.8549265878672387,1.6702300153466982,0.0,6.569508968524486,0.0,0.0,RB
4.393984097147134,3.450249717715837,0.0,0.0,0.0,0.0,0.0,30.7658924459826,2.0,4.0,0.0,-1.068341075540174,3.338775371391825,2.2464575224721726,9.622015589023478,6.0,1.019682151080348,1.1440852688850434,0.0,0.0,0.0,1.138341075540174,,0.0,0.0,0.0,,-0.006038815643999582,0.0,20.80934777164905,4.095203912622765,0.0,0.0,0.0,0.0,3.388123770699654,3.0243334379431297,0.0,8.086674513483304,0.0,0.0,RB
4.66612545001373,1.7812996201058788,0.0,,0.0,0.0,0.0,33.3,,0.0,0.0,0.0,3.340118354402906,0.02665809193805535,9.958486080873179,0.0,0.9670229613194987,1.141,0.0,0.0,0.0,1.1855510716679702,0.0,0.0,0.0,0.0,2.2323606308594472,0.0007359448257643097,0.0,0.0,2.843431189304968,0.0,0.0,0.0,0.0,,,0.0,7.762312343016841,0.0,0.0,RB
3.1863482419605718,2.5238639882481304,0.0,0.0,0.0,0.0,0.0,29.230163137064736,1.0,1.0,0.0,0.0,2.1304780828804293,0.45011652647481104,7.340914216229927,0.0,1.006798135576403,1.1476496504205755,0.0,0.0,0.0,1.0337727226625881,0.0,0.0,0.0,0.0,1.8280554868866221,-0.5725081568532367,0.0,0.0,1.0124971729376864,,0.0,0.0,1.0,3.053733103661153,2.598211632362869,0.0,6.738777160810937,0.0,0.0,RB
4.825863279928066,2.900407785071743,0.0,0.0,0.0,0.0,2.0,39.3320540737278,0.0,3.0,2.0,-0.6577952471569763,3.780527911699326,1.8750228957669484,10.278321195267035,3.0,1.024473397360186,1.1269771042330516,0.0,0.0,0.0,1.2277326645423496,1.0,0.0,0.0,0.0,2.2829010031864754,2.2895766948426632e-05,0.0,22.260536634504568,3.3110532052796278,0.0,1.0,0.0,0.0,3.738145442877178,2.733321195267034,1.0,8.880215439237535,0.0,0.0,RB
4.764850640216179,3.2717503905848115,0.0,0.0,0.0,0.0,2.0,41.29280922616727,0.0,2.0,0.0,0.0,3.115421965939798,1.187,9.6641845095909,4.0,1.008525087302206,1.121793757275184,0.0,0.0,0.0,1.21868115542261,1.0,0.0,0.0,0.0,2.219112601852574,-0.02579375727518385,0.0,0.0,1.3771805734079021,0.0,2.0,0.0,1.0,3.6699782668660847,2.514107057545407,0.0,8.056534567792372,0.0,0.0,RB
4.235547784694384,3.412003698283868,0.0,0.0,0.0,0.0,0.0,28.6,2.0,2.0,0.0,-0.2659556938876664,3.1890930062610297,2.2746382278276758,9.26316294401158,1.0,1.014,1.149,0.0,0.0,0.0,1.1212610765280835,0.0,0.0,0.0,0.0,,0.01732405711453411,0.0,10.209524350074348,4.159476748615165,0.0,0.0,0.0,0.0,3.3505477846943834,2.6143357744245517,0.0,7.801347125625013,0.0,,RB
5.162611195464713,3.3062397031386586,0.0,0.0,0.0,0.0,0.0,22.984266288726076,0.0,2.0,0.0,0.0,3.109430889521205,0.9292677733950364,9.965979920675945,4.0,1.0547054050985754,1.1384418923521367,0.0,0.0,0.0,1.1868005779013429,0.0,0.0,0.0,0.0,2.252969881013919,-0.08108416997183558,0.0,20.40424824926691,0.9712581417059876,0.0,0.0,4.0,6.0,4.681231467422548,3.2798498130425733,0.0,9.289547104816931,0.0,0.0,RB
3.668673521651932,2.345791980826196,0.0,0.0,0.0,0.0,0.0,25.0,2.0,2.0,0.0,0.0,2.4647920890628052,1.550003788281331,7.989462904799501,0.0,0.9855576601562949,1.1587774771205293,0.0,0.0,0.0,1.104551707142775,0.0,0.0,0.0,0.0,1.7631153203125898,0.07763347410643481,0.0,0.0,2.269134802902291,,0.0,0.0,1.0,2.849227393526896,2.500054118304726,0.0,6.539243087835266,0.0,0.0,RB
3.117305857236792,2.4950674091430636,0.0,0.0,0.0,0.0,0.0,28.751852242377726,2.0,1.0,0.0,0.0,2.08103255922434,0.28889889112362144,7.393625276785212,0.0,1.0035601583365314,1.1486203693940558,0.0,0.0,0.0,0.9900371502895401,0.0,0.0,0.0,0.0,1.9491294988034622,-0.3825042220182498,0.0,0.0,0.7571952499040573,0.0,0.0,0.0,1.0,3.0573100265340494,2.078356253512003,0.0,6.733231240331755,0.0,,RB
4.849062729778241,3.222479416105556,0.0,0.0,0.0,0.0,2.0,,1.0,2.0,0.0,-0.9726938415476859,3.248191968937963,1.185,9.894116686327315,4.0,1.023116686327315,1.1164178167699075,0.0,0.0,0.0,1.2308695124337963,1.0,0.0,0.0,0.0,2.253027602477778,0.01441781676990741,0.0,10.314978673938425,1.6346085373013886,0.0,0.0,0.0,1.0,3.72295231986713,,0.0,8.287863236017593,0.0,0.0,RB
3.5762941229142924,3.252388376867261,0.0,,0.0,0.0,0.0,33.3,1.0,0.0,0.0,0.0,2.599177622957982,0.20444057394954684,8.206741663754656,0.0,1.0073422725386558,1.1518889856512613,0.0,0.0,0.0,1.3029333913907568,0.0,0.0,0.0,0.0,1.9219037007512731,-0.30689647342099724,0.0,0.0,0.8096089674150888,0.0,0.0,0.0,0.0,3.529608706975629,2.37216752260419,0.0,7.627821506180666,0.0,0.0,RB
4.483566575481161,3.70166521454586,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,-1.7942734182929232,3.192,1.922,9.512509869447657,6.0,1.036,1.146,0.0,0.0,0.0,1.1216847317936882,0.0,0.0,0.0,0.0,2.0609975586124003,-0.027480295737105517,0.0,20.311239100336852,3.2034284032139615,0.0,0.0,0.0,0.0,,3.3408817051577935,0.0,8.004566506216321,0.0,0.0,RB
4.598272479566376,3.9839835895095814,0.0,0.0,0.0,0.0,0.0,33.3,,2.0,0.0,0.05527247956637557,2.8370783427997455,1.3849233774329879,9.27075848462282,3.0,,1.139,0.0,0.0,0.0,1.188777873346263,0.0,0.0,0.0,0.0,,0.11849460622011262,0.0,10.157421424118567,1.796435652143808,0.0,0.0,0.0,0.0,,2.9921412035048918,0.0,7.731895387545881,0.0,0.0,RB
3.9312300372543536,2.733507871724844,0.0,0.0,0.0,0.0,0.0,31.24219306768576,2.0,0.0,0.0,0.0,3.2077854713426834,2.651390954011898,9.117988095250965,0.0,0.9635506559770703,1.1423945173307855,0.0,0.0,0.0,1.1927151360535024,,0.0,0.0,0.0,,0.00587127469978726,0.0,0.0,4.965971452919785,0.0,0.0,0.0,0.0,2.9596519679312108,,0.0,7.370960681904893,0.0,0.0,RB
5.072966420121744,3.0277630105663698,0.0,,0.0,0.0,2.0,38.1,2.0,4.0,0.0,-0.96036198231313,3.8658992603652313,2.2081172332602437,10.509897559435135,10.0,1.001,1.129,0.0,0.0,0.0,1.2103488905478466,1.0,0.0,0.0,0.0,2.3524496301826154,0.0,0.0,23.92572396462626,3.9505184908692237,0.0,0.0,0.0,0.0,3.794483210060872,2.4494291420696426,0.0,8.762126923165336,2.0,0.0,RB
4.506502552720919,2.9481849328443284,0.0,0.0,0.0,0.0,0.0,38.5,2.0,0.0,0.0,1.2269580167083713,2.9563219169722945,1.1983229046377064,9.383871398823535,0.0,1.0076695207569262,1.128,0.0,0.0,0.0,1.2469762885184865,1.0,0.0,0.0,0.0,2.173826445024037,-0.058315330032339005,0.0,0.0,1.559400626022203,0.0,0.0,0.0,0.0,3.6099767823511923,2.4287279751542616,0.0,7.900322410805001,0.0,0.0,RB
3.414,2.2274984218974496,0.0,0.0,0.0,0.0,0.0,19.335260848085813,2.0,2.0,0.0,0.0,2.231182415077081,1.0,7.408,0.0,1.0221368113078106,1.1704315943460946,0.0,0.0,0.0,0.9870166910479831,0.0,0.0,0.0,0.0,1.618,-0.6275973183751926,0.0,0.0,1.707,0.0,0.0,0.0,3.0,2.8070289127212873,3.5653502355793925,1.0,6.2945183325099565,0.0,0.0,RB
4.482171643541027,3.4041487778913564,0.0,0.0,0.0,0.0,0.0,33.3,1.0,2.0,0.0,0.026548027446059885,2.7848456650572446,1.1461464408304012,9.201653535790035,1.0,1.0184047247776309,1.139,0.0,0.0,0.0,1.1786409441762074,0.0,0.0,0.0,0.0,2.080924411351093,0.1435952752223691,0.0,10.113883459381698,1.4066771401952205,0.0,0.0,0.0,0.0,3.474807870732791,2.88682204116909,0.0,7.627195267429181,0.0,0.0,RB
4.2003502693669175,3.1071858320790224,0.0,0.0,0.0,0.0,0.0,23.68942018642857,1.0,2.0,0.0,-0.8806718457082705,2.7302558264218044,1.3076120784330831,8.705985058181204,0.0,,1.160726240437218,0.0,0.0,0.0,1.0893066345225564,0.0,0.0,0.0,0.0,1.8852480578593984,-0.038775857925940516,0.0,9.43120741433722,1.8937872131165419,0.0,0.0,0.0,1.0,3.4260298836375935,3.749048412084586,0.0,7.574089055606766,0.0,0.0,RB
4.467114566108153,3.0788740550413958,0.0,,2.0,0.0,2.0,38.55757676542889,0.0,0.0,2.0,0.0,2.9252278018501685,1.2006969293828444,9.275069338329654,0.0,1.0194014521606942,1.128575767654289,0.0,0.0,0.0,1.2394166389507055,1.0,0.0,0.0,0.0,,-0.07465136901281061,0.0,0.0,1.4761360159270323,0.0,2.0,2.0,2.0,3.6411743154935947,2.616332446422575,1.0,7.897045892961568,0.0,0.0,RB
4.955309506393314,3.1298988364147,0.0,0.0,0.0,0.0,2.0,,0.0,4.0,0.0,-0.9822245839936086,3.666899760281711,1.8056733005491643,10.29386356844002,10.0,1.023930394918879,1.1193814386450345,0.0,0.0,0.0,1.2159484908397247,1.0,0.0,0.0,0.0,2.3188505782920354,0.000595359661258604,0.0,22.600501580010814,2.8841684204921334,0.0,0.0,0.0,0.0,3.7711856135496555,2.78080139630236,0.0,8.665858462667158,2.0,,RB
4.615364312697546,4.002604157567587,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,0.0,-0.34114577289533543,3.6489987268487236,2.5293429480543694,10.107167057844649,10.0,1.018376884822582,1.1373442212056455,0.0,0.0,0.0,1.1795251243266076,0.0,0.0,0.0,0.0,2.103213566737899,-0.0013768848225822214,0.0,,5.681712193969296,0.0,0.0,0.0,0.0,3.534827889397177,2.8040866918770493,0.0,8.5122537497217,0.0,0.0,RB
5.0918292436397055,3.203137258558106,0.0,0.0,0.0,0.0,2.0,40.089373350577745,,4.0,0.0,-1.484359663648895,3.4367238896074057,1.1339800241478482,10.269137142734374,14.0,1.0440109003879992,1.1251489555842962,0.0,0.0,0.0,1.2212125329884451,1.0,0.0,0.0,0.0,2.355393277274816,0.00407447779214812,0.0,32.64992907374539,1.4990554144019193,0.0,0.0,0.0,0.0,3.7528737576536253,3.229747515307251,0.0,8.503310636480439,0.0,0.0,RB
3.4405136326800947,2.4713243073704887,0.0,0.0,0.0,0.0,0.0,33.18383202176247,2.0,0.0,0.0,0.0,2.638858422057244,1.064917399603324,7.475377427377766,0.0,0.9958383202176248,1.132683341048456,0.0,0.0,0.0,1.2826632392088362,0.0,0.0,0.0,0.0,1.6337168441144891,-0.5268927901886946,0.0,0.0,1.7874975755081217,0.0,0.0,1.0,0.0,3.5353613094564853,2.6327731049657013,0.0,7.730172827221284,0.0,,RB
4.336114793553802,3.3406838680266806,0.0,0.0,0.0,0.0,0.0,31.8,0.0,4.0,0.0,-0.7876402326697671,3.699,2.948,9.93921538476206,10.0,0.995,1.142,0.0,0.0,0.0,1.1614177515018551,0.0,0.0,0.0,0.0,2.0455700200247366,0.0,0.0,21.635072985599862,6.579880863927498,0.0,0.0,0.0,0.0,,2.502973569181047,0.0,8.321557002002473,0.0,0.0,RB
4.770502381290804,2.532573632031607,0.0,,0.0,0.0,0.0,33.81714428798574,1.0,2.0,0.0,-0.06533762238309687,,1.6761552337444916,9.878414988857838,3.0,0.9991260756703366,1.1377831899106219,0.0,0.0,0.0,1.1792655192849744,1.0,0.0,0.0,0.0,2.251129417656412,-0.0006117470307643435,0.0,,2.446277967428753,0.0,0.0,0.0,0.0,3.466853872413212,2.382418831638923,0.0,8.007571643197862,0.0,0.0,RB
4.578128757096434,2.27827125466681,0.0,0.0,0.0,0.0,1.0,46.15802221166826,1.0,1.0,0.0,0.0,3.7204740548717603,0.5152749881267911,10.032372436269547,0.0,0.9920839555766635,1.107,0.0,0.0,0.0,1.3089085775033746,1.0,0.0,0.0,0.0,2.1901977788331743,0.019694955101735124,0.0,0.0,2.631618844628287,0.0,0.0,0.0,0.0,3.8356241139079112,2.0965885987651864,0.0,8.863802410258453,0.0,0.0,RB
5.051436662957939,3.074741349544154,0.0,0.0,0.0,0.0,2.0,38.210514303879485,2.0,4.0,0.0,-0.9508978999784028,3.8613560939816693,2.0484098066325154,10.561542566751033,10.0,1.0032102860775896,1.128815809493534,0.0,0.0,0.0,1.2161051430387948,1.0,0.0,0.0,0.0,2.347553332273697,0.0,0.0,23.808990641023463,3.821150372429876,0.0,0.0,0.0,0.0,3.7899347610721903,2.491773623119651,0.0,8.798117430070057,2.0,0.0,RB
4.229098912676457,2.370896082229028,0.0,0.0,0.0,0.0,0.0,29.667972590323973,0.0,0.0,0.0,0.0,2.558543572321381,1.1123359402737216,8.884306544724115,0.0,1.0013202740967602,1.1465533790161266,0.0,0.0,0.0,1.118222329822462,1.0,0.0,0.0,0.0,2.160039177709719,0.11090108732354315,0.0,0.0,1.2744759919988469,0.0,0.0,0.0,1.0,3.2665837429678906,2.2611880431927998,0.0,7.212183152112743,0.0,0.0,RB
4.814974035328601,2.679373295043167,0.0,0.0,2.0,0.0,0.0,38.95665276353095,1.0,2.0,0.0,-0.7816077948695405,3.4642401458698386,1.829746402280915,10.068401016525442,2.0,1.005849791452964,1.128924895726482,0.0,0.0,0.0,1.2197918404558632,1.0,0.0,0.0,0.0,2.2399527111114663,0.002208159544136773,0.0,10.768187747013492,3.1479239566993877,0.0,0.0,2.0,1.0,3.641622158405278,2.6772749219362195,1.0,8.384581360684594,0.0,0.0,RB
5.074485823238535,2.3581681695125,0.0,0.0,0.0,0.0,2.0,40.355449226811395,0.0,4.0,0.0,-0.9514758984135658,3.8813464480206274,0.7174875051592902,10.612242248277887,14.0,1.017623161297693,1.125592415378019,0.0,0.0,0.0,1.2088530923538672,1.0,0.0,0.0,0.0,2.3581896155495254,0.0014810384450474616,0.0,26.765805411118556,3.59645960114357,0.0,0.0,0.0,0.0,,2.6005534265541312,0.0,8.849573631442064,2.0,0.0,RB
4.421869466118156,3.256409006880256,0.0,0.0,0.0,0.0,0.0,38.097215703140414,,2.0,0.0,-0.9307966916508241,,1.8272421791483577,9.36970268169871,7.0,1.010506960742149,1.13,0.0,0.0,0.0,1.2111058579590903,1.0,0.0,0.0,0.0,2.047794071389243,-0.05240661669835169,0.0,9.986660643853687,2.9303201941388526,0.0,0.0,0.0,0.0,,2.96393011918638,0.0,8.011270568901216,0.0,0.0,RB
4.836760024432599,3.1561344306035295,0.0,,0.0,0.0,2.0,,,2.0,0.0,-0.8697639196523451,3.239,1.185,9.894653860840165,4.0,1.011,1.116,0.0,0.0,0.0,1.248,1.0,0.0,0.0,0.0,2.2495265408981084,0.014,0.0,10.359997403186837,1.6627678148720908,0.0,1.0,0.0,2.0,3.7153448407532523,2.8,0.0,8.278309020086914,0.0,0.0,RB
4.8389550306656535,3.1277623861693846,0.0,0.0,0.0,0.0,2.0,44.72958811503665,1.0,2.0,0.0,-0.32027823723964616,3.226915102448656,1.185,9.895069907773228,4.0,,1.114901372949878,0.0,0.0,0.0,1.27326842215281,1.0,0.0,0.0,0.0,2.2499712807231065,0.014,0.0,10.606020030895465,1.6602284939358123,0.0,0.0,0.0,0.0,3.710774026622862,2.580274589975565,0.0,8.264069907773228,0.0,0.0,RB
4.674658046350689,2.9111458917760045,0.0,0.0,0.0,0.0,3.0,41.9688224155009,0.0,3.0,0.0,-0.3095052636806207,,1.3944273758667074,9.819461605747687,6.0,0.998,1.123688224155009,0.0,0.0,0.0,1.2554734570075585,1.0,0.0,0.0,0.0,,0.010720560387522535,0.0,10.495441120775045,2.237330367169167,0.0,2.0,0.0,1.0,3.638025331388482,2.5249768270397115,0.0,8.25094907244331,0.0,0.0,RB
5.073249329098026,2.6890363738491745,0.0,0.0,0.0,0.0,2.0,36.4,2.0,4.0,0.0,-0.888,4.156082215163376,2.8788258119231136,10.699463771293379,12.0,0.986,1.132,0.0,0.0,0.0,1.2111671139346496,1.0,0.0,0.0,0.0,,0.0,0.0,24.88556916224638,6.493254942750293,0.0,0.0,0.0,0.0,3.794416443032675,2.176578189751529,0.0,8.919408392208982,2.0,,RB
4.193133273660602,2.3840077893899245,0.0,0.0,0.0,0.0,0.0,30.379395024352693,0.0,0.0,0.0,0.0,2.4935968856126665,1.427699910490903,8.739824199025893,0.0,0.9732273134132259,1.1445257562195592,0.0,0.0,0.0,1.1613074279319457,1.0,0.0,0.0,0.0,2.0499640594975497,-0.1919076069501399,0.0,0.0,1.810135671975159,,0.0,0.0,1.0,3.1483352783997542,1.838189726208012,0.0,7.000956721074701,0.0,0.0,RB
4.272681984457869,3.111117166612623,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,-1.3141560076770544,3.61066837413926,2.774331040680579,9.84413888488323,2.0,1.000988584804118,1.1424990487336764,0.0,0.0,0.0,1.153009512663235,0.0,0.0,0.0,0.0,2.010979072140883,-0.001996194934705989,0.0,20.590384896774857,6.4264249969526075,0.0,0.0,0.0,0.0,3.345979072140883,,0.0,8.260357968727718,0.0,0.0,RB
5.071616481627836,2.967506827851494,0.0,0.0,0.0,0.0,2.0,,2.0,4.0,0.0,-0.9423996665141503,,2.340559963130885,10.43485062968663,10.0,1.0010706481211882,1.1290020185177483,0.0,0.0,0.0,1.2059091667013295,,0.0,0.0,0.0,2.3509071481835813,0.0,0.0,23.886696871249264,4.022507481669431,0.0,0.0,0.0,0.0,3.793921277807819,,0.0,8.736947518538546,2.0,0.0,RB
4.848963267012457,3.146051699256771,0.0,0.0,0.0,0.0,2.0,44.4,0.0,4.0,0.0,-2.1482824544398627,3.451,1.258,10.136,8.0,1.053,1.116,0.0,0.0,0.0,1.194,1.0,0.0,0.0,0.0,,0.005,0.0,20.685885922505207,2.095243669118234,0.0,0.0,0.0,0.0,,3.389,0.0,8.529,0.0,0.0,RB
4.719572706525505,3.941828603985143,0.0,0.0,0.0,0.0,0.0,31.163892457993835,2.0,4.0,0.0,-0.3711521907004444,4.0005796608052036,3.0971563985943162,10.448025423993496,10.0,0.9978928112543649,1.1426488018757275,0.0,0.0,0.0,1.1527461133255734,,0.0,0.0,0.0,,0.0,0.0,23.221454178976035,8.645326882378294,0.0,0.0,0.0,0.0,3.453692518952756,2.340816715904143,0.0,8.618468264165697,0.0,0.0,RB
4.566582372949015,2.818511362922434,0.0,0.0,0.0,0.0,2.0,,1.0,1.0,0.0,0.0,3.0898564067849232,1.2866968133924301,9.523219661197373,2.0,0.987,1.12,0.0,0.0,0.0,1.2482871864301532,1.0,0.0,0.0,0.0,2.1737911864745074,-0.024,0.0,0.0,1.7649496945453857,0.0,1.0,0.0,1.0,3.598175050909102,,0.0,7.959151593303785,0.0,,RB
4.4455316194579,3.5075317493353664,0.0,0.0,0.0,0.0,0.0,32.36122581507618,2.0,4.0,0.0,-0.6118858605276766,4.20381288080192,3.811341902710499,10.394834176902965,6.0,0.9808367744522856,1.1392245163015235,0.0,0.0,0.0,1.1891425788340013,0.0,0.0,0.0,0.0,2.0953064537690462,0.0,0.0,23.32954512291098,10.970675879092173,0.0,0.0,0.0,0.0,,2.0415116221315173,0.0,8.775158030449072,0.0,0.0,RB
3.642291690990068,2.222243123789694,0.0,0.0,0.0,0.0,0.0,29.527851005210884,2.0,0.0,0.0,0.0,2.3709291315458962,1.535424355547143,7.918417097666236,0.0,0.959,1.1465738299826305,0.0,0.0,0.0,1.1818355301563266,0.0,0.0,0.0,0.0,1.7469159506079366,0.1927846208747161,0.0,0.0,2.1779554934218144,0.0,0.0,0.0,0.0,2.80508042045161,1.6929681947134012,0.0,6.380731041945397,0.0,,RB
4.973307008033628,4.993458324057249,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,-0.04345229057539557,2.878459947827478,0.7339448091904313,9.628174006392479,0.0,1.0913905709596718,1.1543407438887219,0.0,0.0,0.0,1.1266454584088859,0.0,0.0,0.0,0.0,2.0,0.40212110909637466,0.0,17.831754953451508,0.8439398338076581,,0.0,0.0,1.0,,4.556489836745727,0.0,9.27417400639248,0.0,0.0,RB
5.387224596988504,3.698094278987623,0.0,0.0,0.0,0.0,0.0,26.68864038031939,,2.0,0.0,0.0,3.8359084935529233,1.7344587475328652,10.64447851789901,0.0,0.9791870996182689,1.1391603711013734,0.0,0.0,0.0,1.5292469627597582,0.0,0.0,0.0,0.0,2.3576324828926865,-6.682129223887778e-06,0.0,0.0,1.6915101612045986,0.0,0.0,0.0,3.0,5.11543323431345,2.1106193946557643,0.0,9.90831731873306,0.0,,RB
4.587629001027593,2.6053175773129187,0.0,0.0,0.0,0.0,2.0,40.49014182729761,0.0,2.0,0.0,-0.21218491833511344,3.319859102544127,1.7027230101516535,9.778924746208665,4.0,,1.127683096954504,0.0,0.0,0.0,1.245030535530787,1.0,0.0,0.0,0.0,2.176474153302394,-0.005267612181984115,0.0,10.477082228926,2.8845070913648807,0.0,1.0,2.0,1.0,3.571098581727024,2.478248624388823,1.0,8.244859102544128,0.0,0.0,RB
4.32102784865614,3.50787596477646,0.0,0.0,0.0,0.0,0.0,28.975122861718265,2.0,3.0,0.0,-0.24874139967972145,3.2035891653321724,2.1468771382817344,9.452397729417878,3.0,1.009623566613287,1.1477495904609392,0.0,0.0,0.0,1.1296284810820174,0.0,0.0,0.0,0.0,2.0118854432460527,-0.01925368585154796,0.0,10.260369880761738,3.91197683744639,0.0,0.0,0.0,0.0,,2.5835090098593394,0.0,7.8458559564336685,0.0,0.0,RB
